30, 30.0, 0.0, 18.664661, 2.0, 0.033, 0.0, 0.0, 18.664661, 0.0 
30, 30.0, 0.0, 18.664661, 2.0, 0.033, 0.0, 0.0, 18.664661, 0.0 
30, 30.0, 0.0, 18.664661, 2.0, 0.033, 0.0, 0.0, 18.664661, 0.0 
30, 30.0, 0.0, 18.664661, 2.0, 0.033, 0.0, 0.0, 18.664661, 0.0 
30, 30.0, 0.0, 18.664661, 2.0, 0.033, 0.0, 0.0, 18.664661, 0.0 
30, 30.0, 0.0, 18.664661, 2.0, 0.033, 0.0, 0.0, 18.664661, 0.0 
30, 30.0, 0.0, 18.664661, 2.0, 0.033, 0.0, 0.0, 18.664661, 0.0 
30, 30.0, 0.0, 18.664661, 2.0, 0.033, 0.0, 0.0, 18.664661, 0.0 
30, 30.0, 0.0, 18.664661, 2.0, 0.033, 0.0, 0.0, 18.664661, 0.0 
30, 30.0, 0.0, 18.664661, 2.0, 0.033, 0.0, 0.0, 18.664661, 0.0 
